epoch,avg_score,avg_val_score,epsilon,avg_loss,beta
0,0.046000000685453415,0.06481481578063082,0.5912796847004321,0.00012038069562549935,
1,0.12200000181794167,0.2812500041909516,0.38911331019708534,9.201147804560605e-05,
2,0.31850000474601986,1.287500019185245,0.3541698008446463,0.00012332510283158627,
3,0.5660000084340573,2.625000039115548,0.3443809385358055,0.00013461863087286475,
4,0.7865000117197632,2.600000038743019,0.3295421824720507,0.00014457354416663292,
5,0.9840000146627426,1.2750000189989805,0.3134545265340354,0.00011682210402796045,
6,1.0655000158771872,1.3000000193715096,0.29577416917945804,0.00010063593725135434,
7,0.7775000115856529,0.23157895081921628,0.27410743270056415,8.188730952042533e-05,
8,0.834500012435019,0.2527777815444602,0.26124849842126535,0.00010108005788424635,
9,0.8220000122487545,2.625000039115548,0.24750183187203653,9.739001639900379e-05,
10,0.9320000138878822,2.625000039115548,0.2373120465931584,7.861988366130391e-05,
11,0.9825000146403908,0.6187500092200935,0.2221404499515148,8.952277175467316e-05,
12,1.0310000153630972,0.43636364286596124,0.21470731902918558,0.00010037049048150948,
13,1.1430000170320271,2.625000039115548,0.2046349642685734,7.560295517578197e-05,
14,1.126500016786158,2.625000039115548,0.20017774570610433,4.8040863885034926e-05,
